,title,rated,genre,runtime,open_date,close_date,studio,director,writer,actors,plot,language,boxoffice,opening,gross,dvd,open_theaters,max_theaters,awards,imdb_id,imdb_rating,imdb_votes,imdb_metascore,rotten_tomato_meter
42,Baby Driver,R,"Action, Crime, Drama, Music, Thriller",113.0,2017-06-28,2017-10-19,-,Edgar Wright,Edgar Wright,"Ansel Elgort, Jon Bernthal, Jon Hamm, Eiza González","After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.","English, American Sign Language",107770367.0,20553320.0,107825862.0,2017-10-10,3226.0,3226.0,Nominated for 3 Oscars. Another 31 wins & 44 nominations.,tt3890160,7.6,385689.0,86.0,0.93
43,The Lego Ninjago Movie,PG,"Animation, Action, Adventure, Comedy, Family",101.0,2017-09-22,2017-11-30,Warner Bros.,"Charlie Bean, Paul Fisher, Bob Logan","Bob Logan (screenplay by), Paul Fisher (screenplay by), William Wheeler (screenplay by), Tom Wheeler (screenplay by), Jared Stern (screenplay by), John Whittington (screenplay by), Hilary Winston (story by), Bob Logan (story by), Paul Fisher (story by), William Wheeler (story by), Tom Wheeler (story by), Dan Hageman (story by), Kevin Hageman (story by)","Jackie Chan, Dave Franco, Fred Armisen, Kumail Nanjiani","Shunned by everyone for being the son of an evil warlord, a teenager seeks to defeat him with the help of his fellow ninjas.",English,58938889.0,20433071.0,59281555.0,2017-12-19,4047.0,4047.0,4 nominations.,tt3014284,6.0,20016.0,55.0,0.55
44,xXx: Return of Xander Cage,PG-13,"Action, Adventure, Thriller",107.0,2017-01-20,2017-03-16,Paramount Pictures,D.J. Caruso,"Rich Wilkes (based on characters created by), F. Scott Frazier","Vin Diesel, Donnie Yen, Deepika Padukone, Kris Wu","Xander Cage is left for dead after an incident, though he secretly returns to action for a new, tough assignment with his handler Augustus Gibbons.","English, Spanish, Portuguese, Mandarin, Tagalog, Russian",44850317.0,20130142.0,44898413.0,2017-05-16,3651.0,3651.0,1 win & 6 nominations.,tt1293847,5.2,79767.0,42.0,0.45
45,Pitch Perfect 3,PG-13,"Comedy, Music",93.0,2017-12-22,2017-03-08,Universal Pictures,Trish Sie,"Kay Cannon (screenplay by), Mike White (screenplay by), Kay Cannon (story by), Mickey Rapkin (based on the book by)","Anna Kendrick, Rebel Wilson, Brittany Snow, Anna Camp","Following their win at the world championship, the now separated Bellas reunite for one last singing competition at an overseas USO tour, but face a group who uses both instruments and voices.","English, Papiamento",104880310.0,19928525.0,104897530.0,2018-03-20,3447.0,3468.0,2 wins & 3 nominations.,tt4765284,5.8,47519.0,40.0,0.67
46,Snatched,R,"Action, Adventure, Comedy",90.0,2017-05-12,2017-08-03,Twentieth Century Fox,Jonathan Levine,Katie Dippold,"Amy Schumer, Kim Caramele, Raven Goodwin, Katie Dippold","When her boyfriend dumps her before their exotic vacation, a young woman persuades her ultra-cautious mother to travel with her to paradise, with unexpected results.","English, Spanish",45850343.0,19542248.0,45847354.0,2017-08-08,3501.0,3511.0,1 win & 2 nominations.,tt2334871,4.5,30844.0,45.0,0.36
47,The Dark Tower,PG-13,"Action, Adventure, Fantasy, Horror, Sci-Fi, Western",95.0,2017-08-04,2017-10-19,Sony Pictures Releasing,Nikolaj Arcel,"Akiva Goldsman (screenplay by), Jeff Pinkner (screenplay by), Anders Thomas Jensen (screenplay by), Nikolaj Arcel (screenplay by), Stephen King (based on ""The Dark Tower"" novels by)","Matthew McConaughey, Idris Elba, Tom Taylor, Dennis Haysbert",A boy haunted by visions of a dark tower from a parallel reality teams up with the tower's disillusioned guardian to stop an evil warlock known as the Man in Black who plans to use the boy to destroy the tower and open the gates of Hell.,English,50644837.0,19153698.0,50701325.0,2017-10-31,3451.0,3451.0,3 nominations.,tt1648190,5.6,115141.0,34.0,0.16
48,Ghost in the Shell,PG-13,"Action, Drama, Sci-Fi, Thriller",107.0,2017-03-31,2017-05-25,Paramount Pictures,Rupert Sanders,"Shirow Masamune (based on the comic ""The Ghost in the Shell"" by), Jamie Moss (screenplay by), William Wheeler (screenplay by), Ehren Kruger (screenplay by)","Scarlett Johansson, Pilou Asbæk, Takeshi Kitano, Juliette Binoche","In the near future, Major Mira Killian is the first of her kind: A human saved from a terrible crash, who is cyber-enhanced to be a perfect soldier devoted to stopping the world's most dangerous criminals.","English, Japanese",40533014.0,18676033.0,40563557.0,2017-07-25,3440.0,3440.0,2 wins & 6 nominations.,tt1219827,6.3,181970.0,52.0,0.67
49,Baywatch,R,"Action, Comedy, Crime",116.0,2017-05-25,2017-07-27,Paramount Pictures,Seth Gordon,"Michael Berk (based on the series ""Baywatch"" created by), Douglas Schwartz (based on the series ""Baywatch"" created by), Gregory J. Bonann (based on the series ""Baywatch"" created by), Jay Scherick (story by), David Ronn (story by), Thomas Lennon (story by), Robert Ben Garant (story by), Damian Shannon (screenplay by), Mark Swift (screenplay by)","Dwayne Johnson, Zac Efron, Priyanka Chopra, Alexandra Daddario","Devoted lifeguard Mitch Buchannon butts heads with a brash new recruit, as they uncover a criminal plot that threatens the future of the bay.","English, Spanish",58009442.0,18503871.0,58060186.0,2017-08-29,3647.0,3647.0,3 wins & 10 nominations.,tt1469304,5.5,145026.0,37.0,0.18
50,The Great Wall,PG-13,"Action, Adventure, Fantasy, Thriller",103.0,2017-02-17,2017-06-01,Universal Pictures,Yimou Zhang,"Carlo Bernard (screenplay), Doug Miro (screenplay), Tony Gilroy (screenplay), Max Brooks (story), Edward Zwick (story), Marshall Herskovitz (story)","Matt Damon, Tian Jing, Willem Dafoe, Andy Lau","In ancient China, a group of European mercenaries encounters a secret army that maintains and defends the Great Wall of China against a horde of monstrous creatures.","English, Mandarin, Spanish",45125480.0,18469620.0,45157105.0,2017-05-23,3326.0,3328.0,1 win & 1 nomination.,tt2034800,5.9,115326.0,42.0,0.36
51,Atomic Blonde2017 Re-release,,,0.0,2017-07-28,2017-10-05,Focus Features,,,,,,,18286420.0,51687870.0,,3304.0,3326.0,,,,,,0.67
52,A Dog's Purpose,PG,"Adventure, Comedy, Drama, Family, Fantasy",100.0,2017-01-27,2017-05-18,Universal Pictures,Lasse Hallström,"W. Bruce Cameron (screenplay by), Cathryn Michon (screenplay by), Audrey Wells (screenplay by), Maya Forbes (screenplay by), Wallace Wolodarsky (screenplay), W. Bruce Cameron (based on the novel by)","Josh Gad, Dennis Quaid, Peggy Lipton, Bryce Gheisar",A dog looks to discover his purpose in life over the course of several lifetimes and owners.,English,64304940.0,18222810.0,64321890.0,2017-05-02,3059.0,3178.0,3 nominations.,tt1753383,7.1,58179.0,43.0,0.35
53,Valerian and the City of a Thousand Planets,PG-13,"Action, Adventure, Fantasy, Sci-Fi",137.0,2017-07-21,2017-09-21,STX Entertainment,Luc Besson,"Pierre Christin (based on the comic book series ""Valerian and Laureline"" by), Jean-Claude Mézières (based on the comic book series ""Valerian and Laureline"" by), Luc Besson (screenplay by)","Dane DeHaan, Cara Delevingne, Clive Owen, Rihanna","A dark force threatens Alpha, a vast metropolis and home to species from a thousand planets. Special operatives Valerian and Laureline must race to identify the marauding menace and safeguard not just Alpha, but the future of the universe.","English, French",40442321.0,17007624.0,41189488.0,2017-11-21,3553.0,3553.0,8 nominations.,tt2239822,6.5,146570.0,51.0,0.47
54,American Made,R,"Action, Biography, Comedy, Crime",115.0,2017-09-29,2017-12-14,Universal Pictures,Doug Liman,Gary Spinelli,"Tom Cruise, Domhnall Gleeson, Sarah Wright, Jesse Plemons","The story of Barry Seal, an American pilot who became a drug-runner for the CIA in the 1980s in a clandestine operation that would be exposed as the Iran-Contra Affair.","English, Spanish",51071805.0,16776390.0,51342000.0,2018-01-02,3024.0,3098.0,3 nominations.,tt3532216,7.1,139739.0,65.0,0.86
55,A Bad Moms Christmas,R,Comedy,104.0,2017-11-01,2017-01-11,STX Entertainment,"Jon Lucas, Scott Moore","Jon Lucas, Scott Moore","Mila Kunis, Kristen Bell, Kathryn Hahn, Christine Baranski","As their own mothers drop in unexpectedly, our three under-appreciated and over-burdened moms rebel against the challenges and expectations of the Super Bowl for mothers: Christmas.","English, Japanese",72080547.0,16759161.0,72110659.0,2018-02-06,3615.0,3615.0,1 win & 1 nomination.,tt6359956,5.5,34718.0,42.0,0.31
56,Jigsaw,R,"Horror, Mystery, Thriller",92.0,2017-10-27,2017-12-21,Lionsgate,"Michael Spierig, Peter Spierig","Josh Stolberg, Pete Goldfinger","Matt Passmore, Tobin Bell, Callum Keith Rennie, Hannah Emily Anderson","Bodies are turning up around the city, each having met a uniquely gruesome demise. As the investigation proceeds, evidence points to one suspect: John Kramer, the man known as Jigsaw, who has been dead for over 10 years.",English,36462005.0,16640452.0,38052832.0,2018-01-23,2941.0,2941.0,N/A,tt3348730,5.8,60078.0,39.0,0.33
57,The Shack,PG-13,"Drama, Fantasy",132.0,2017-03-03,2017-05-18,Lionsgate,Stuart Hazeldine,"John Fusco (screenplay by), Andrew Lanham (screenplay by), Destin Daniel Cretton (screenplay by), William P. Young (based on the book by), Wayne Jacobsen (in collaboration with), Brad Cummings (in collaboration with)","Sam Worthington, Octavia Spencer, Tim McGraw, Radha Mitchell","A grieving man receives a mysterious, personal invitation to meet with God at a place called ""The Shack.""",English,57330873.0,16172119.0,57386418.0,2017-05-30,2888.0,2888.0,1 nomination.,tt2872518,6.3,27027.0,32.0,0.21
58,King Arthur: Legend of the Sword,PG-13,"Action, Adventure, Drama, Fantasy",126.0,2017-05-12,2017-07-20,Warner Bros.,Guy Ritchie,"Joby Harold (screenplay by), Guy Ritchie (screenplay by), Lionel Wigram (screenplay by), David Dobkin (story by), Joby Harold (story by)","Charlie Hunnam, Astrid Bergès-Frisbey, Jude Law, Djimon Hounsou","Robbed of his birthright, Arthur comes up the hard way in the back alleys of the city. But once he pulls the sword from the stone, he is forced to acknowledge his true legacy - whether he likes it or not.",English,39037047.0,15371270.0,39175066.0,2017-08-08,3702.0,3702.0,8 nominations.,tt1972591,6.7,174572.0,41.0,0.67
59,American Assassin,R,"Action, Thriller",112.0,2017-09-15,2017-11-09,Lionsgate,Michael Cuesta,"Stephen Schiff (screenplay by), Michael Finch (screenplay by), Edward Zwick (screenplay by), Marshall Herskovitz (screenplay by), Vince Flynn (based on the novel by)","Dylan O'Brien, Charlotte Vega, Christopher Bomford, Chris Webster","After the death of his girlfriend at the hands of terrorists, Mitch Rapp is drawn into the world of counterterrorism, mentored by tough-as-nails former U.S. Navy S.E.A.L. Stan Hurley.","English, Spanish, Arabic, Polish, Turkish, Russian, Italian, Persian",34449582.0,14846778.0,36249674.0,2017-12-05,3154.0,3154.0,1 nomination.,tt1961175,6.2,60802.0,45.0,0.34
60,Geostorm,PG-13,"Action, Sci-Fi, Thriller",109.0,2017-10-20,2017-01-11,Warner Bros.,Dean Devlin,"Dean Devlin, Paul Guyot","Gerard Butler, Jim Sturgess, Abbie Cornish, Alexandra Maria Lara","When the network of satellites designed to control the global climate starts to attack Earth, it's a race against the clock for its creator to uncover the real threat before a worldwide Geostorm wipes out everything and everyone.","English, Cantonese, Russian, Hindi, Spanish",33681965.0,13707376.0,33700160.0,2018-01-23,3246.0,3246.0,N/A,tt1981128,5.3,83314.0,21.0,0.16
61,Underworld: Blood Wars,R,"Action, Adventure, Fantasy, Horror, Sci-Fi, War",91.0,2017-01-06,2017-03-09,Screen Gems,Anna Foerster,"Cory Goodman (screenplay by), Kyle Ward (story by), Cory Goodman (story by), Kevin Grevioux (based on characters created by), Len Wiseman (based on characters created by), Danny McBride (based on characters created by)","Kate Beckinsale, Theo James, Tobias Menzies, Lara Pulver","Vampire death dealer, Selene (Kate Beckinsale) fights to end the eternal war between the Lycan clan and the Vampire faction that betrayed her.","English, Saami",30348260.0,13688751.0,30353973.0,2017-04-25,3070.0,3070.0,N/A,tt3717252,5.8,64278.0,23.0,0.19
62,Resident Evil: The Final Chapter,R,"Action, Horror, Sci-Fi, Thriller",107.0,2017-01-27,2017-03-30,Screen Gems,Paul W.S. Anderson,Paul W.S. Anderson,"Milla Jovovich, Iain Glen, Ali Larter, Shawn Roberts","Alice returns to where the nightmare began: The Hive in Raccoon City, where the Umbrella Corporation is gathering its forces for a final strike against the only remaining survivors of the apocalypse.",English,26844692.0,13601682.0,26830068.0,2017-05-16,3104.0,3104.0,1 win & 3 nominations.,tt2592614,5.5,77161.0,49.0,0.37
63,The Bye Bye Man,PG-13,"Drama, Fantasy, Horror, Mystery, Thriller",96.0,2017-01-13,2017-02-16,STX Entertainment,Stacy Title,"Jonathan Penner (screenplay by), Robert Damon Schneck (based on ""The Bridge to Body Island"" by)","Douglas Smith, Lucien Laviscount, Cressida Bonas, Doug Jones",Three friends stumble upon the horrific origins of a mysterious figure they discover is the root cause of the evil behind unspeakable acts.,English,22377458.0,13501349.0,22395806.0,2017-04-25,2220.0,2220.0,N/A,tt4030600,4.3,18667.0,37.0,0.19
64,Ferdinand,PG,"Animation, Adventure, Comedy, Family, Fantasy",108.0,2017-12-15,2017-05-31,Twentieth Century Fox,Carlos Saldanha,"Robert L. Baird (screenplay by), Tim Federle (screenplay by), Brad Copeland (screenplay by), Ron Burch (screen story by), David Kidd (screen story by), Don Rhymer (screen story by), Munro Leaf (based upon the book ""The Story of Ferdinand"" by), Robert Lawson (based upon the book ""The Story of Ferdinand"" by: illustrations)","Jack Gore, Jet Jurgensmeyer, Nile Diaz, Colin H. Murphy","After Ferdinand, a bull with a big heart, is mistaken for a dangerous beast, he is captured and torn from his home. Determined to return to his family, he rallies a misfit team on the ultimate adventure.","English, Spanish, German",70466891.0,13401586.0,84405944.0,2018-03-13,3621.0,3630.0,Nominated for 1 Oscar. Another 2 wins & 15 nominations.,tt3411444,6.7,42314.0,58.0,0.71
65,Smurfs: The Lost Village,PG,"Animation, Adventure, Comedy, Family, Fantasy",90.0,2017-04-07,2017-08-03,Sony Pictures Releasing,Kelly Asbury,"Stacey Harman, Pamela Ribon, Peyo (based on the characters and works of)","Demi Lovato, Rainn Wilson, Joe Manganiello, Jack McBrayer","In this fully animated, all-new take on the Smurfs, a mysterious map sets Smurfette and her friends Brainy, Clumsy, and Hefty on an exciting race through the Forbidden Forest, leading to the discovery of the biggest secret in Smurf history.",English,45011202.0,13210449.0,45020282.0,2017-07-11,3610.0,3610.0,2 nominations.,tt2398241,6.0,16129.0,40.0,0.4
66,The Foreigner,R,"Action, Thriller",113.0,2017-10-13,2017-12-21,STX Entertainment,Martin Campbell,"David Marconi (screenplay by), Stephen Leather (based on the novel ""The Chinaman"" by)","Katie Leung, Jackie Chan, Rufus Jones, Mark Tandy","A humble businessman with a buried past seeks justice when his daughter is killed in an act of terrorism. A cat-and-mouse conflict ensues with a government official, whose past may hold clues to the killers' identities.","English, Mandarin",33964179.0,13113024.0,34393507.0,2018-01-09,2515.0,2515.0,N/A,tt1615160,7.0,85766.0,55.0,0.65
67,Rings,PG-13,"Drama, Horror, Mystery, Romance, Thriller",102.0,2017-02-03,2017-03-23,Paramount Pictures,F. Javier Gutiérrez,"David Loucka (screenplay by), Jacob Estes (screenplay by), Akiva Goldsman (screenplay by), David Loucka (story by), Jacob Estes (story by), Kôji Suzuki (based on the novel ""The Ring"" by)","Matilda Anna Ingrid Lutz, Alex Roe, Johnny Galecki, Vincent D'Onofrio",A young woman finds herself on the receiving end of a terrifying curse that threatens to take her life in 7 days.,English,27766716.0,13002632.0,27793018.0,2017-05-02,2931.0,2931.0,2 wins.,tt0498381,4.5,34970.0,25.0,0.67
68,Life,R,"Horror, Sci-Fi, Thriller",104.0,2017-03-24,2017-06-01,Sony Pictures Releasing,Daniel Espinosa,"Rhett Reese, Paul Wernick","Hiroyuki Sanada, Ryan Reynolds, Rebecca Ferguson, Jake Gyllenhaal",A team of scientists aboard the International Space Station discover a rapidly evolving life form that caused extinction on Mars and now threatens all life on Earth.,"English, Japanese, Vietnamese",30180466.0,12501936.0,30234022.0,2017-06-20,3146.0,3146.0,5 nominations.,tt5442430,6.6,188506.0,54.0,0.67
69,How to Be a Latin Lover,PG-13,"Comedy, Drama",115.0,2017-04-28,2017-06-22,-,Ken Marino,"Jon Zack, Chris Spain","Eugenio Derbez, Salma Hayek, Raphael Alejandro, Rob Lowe","Finding himself dumped after 25 years of marriage, a man who made a career of seducing rich older women must move in with his estranged sister, where he begins to learn the value of family.","English, Spanish",32088029.0,12252439.0,32149404.0,2017-08-15,1118.0,1203.0,2 wins & 2 nominations.,tt4795124,5.9,12061.0,54.0,0.4
70,Fist Fight,R,Comedy,91.0,2017-02-17,2017-04-13,Warner Bros.,Richie Keen,"Van Robichaux (screenplay by), Evan Susser (screenplay by), Van Robichaux (story by), Evan Susser (story by), Max Greenfield (story by)","Charlie Day, Ice Cube, Tracy Morgan, Jillian Bell","When one school teacher unwittingly causes another teacher's dismissal, he is challenged to an after-school fight.",English,32153522.0,12201873.0,32187017.0,2017-05-30,3185.0,3185.0,1 win.,tt3401882,5.6,36342.0,37.0,0.24
71,Going in Style,PG-13,"Comedy, Crime",96.0,2017-04-07,2017-07-13,Warner Bros.,Zach Braff,"Theodore Melfi (screenplay by), Edward Cannon (based on the story by)","Michael Caine, Alan Arkin, Ann-Margret, Matt Dillon","Desperate to pay the bills and come through for their loved ones, three lifelong pals risk it all by embarking on a daring bid to knock off the very bank that absconded with their money.",English,0.0,11932330.0,45018541.0,2004-03-30,3061.0,3076.0,N/A,tt2568862,6.6,68819.0,50.0,0.48
72,"Everything, Everything",PG-13,"Drama, Romance",96.0,2017-05-19,2017-07-27,Warner Bros.,Stella Meghie,"J. Mills Goodloe (screenplay by), Nicola Yoon (based on the book by)","Amandla Stenberg, Nick Robinson, Anika Noni Rose, Ana de la Reguera",A teenager who's spent her whole life confined to her home falls for the boy next door.,"English, Spanish",34091886.0,11727390.0,34121140.0,2017-08-15,2801.0,2801.0,1 win & 5 nominations.,tt5001718,6.4,28428.0,52.0,0.45
73,47 Meters Down,PG-13,"Adventure, Drama, Horror, Thriller",89.0,2017-06-16,2017-10-19,Entertainment Studios Motion Pictures,Johannes Roberts,"Johannes Roberts, Ernest Riera","Mandy Moore, Claire Holt, Chris Johnson, Yani Gellman","Two sisters vacationing in Mexico are trapped in a shark cage at the bottom of the ocean. With less than an hour of oxygen left and great white sharks circling nearby, they must fight to survive.","English, Spanish",44305642.0,11205561.0,44307191.0,2017-09-26,2270.0,2471.0,1 nomination.,tt2932536,5.6,42613.0,52.0,0.54
